GEOG,TOT_POP,UND19,A20_34,A35_49,A50_64,A65_74,A75_84,OV85,MED_AGE,WHITE,HISP,BLACK,ASIAN,OTHER,POP_HH,POP_16OV,IN_LBFRC,EMP,UNEMP,NOT_IN_LBFRC,WORK_AT_HOME,TOT_COMM,DROVE_AL,CARPOOL,TRANSIT,WALK_BIKE,COMM_OTHER,AGG_TT,NO_VEH,ONE_VEH,TWO_VEH,THREEOM_VEH,POP_25OV,LT_HS,HS,SOME_COLL,ASSOC,BACH,GRAD_PROF,INC_LT_25K,INC_25_50K,INC_50_75K,INC_75_100K,INC_100_150K,INC_GT_150,MEDINC,TOT_HH,OWN_OCC_HU,RENT_OCC_HU,VAC_HU,HU_TOT,HU_SNG_DET,HU_SNG_ATT,HU_2UN,HU_3_4UN,HU_GT_5UN,MED_ROOMS,HA_AFT2000,HA_70_00,HA_40_70,HA_BEF1940,MED_HA,BR_0_1,BR_2,BR_3,BR_4,BR_5,HV_LT_150K,HV_150_300K,HV_300_500K,HV_GT_500K,MED_HV,TOT_EMP_RES,RES_NAICS1_TYPE,RES_NAICS2_TYPE,RES_NAICS3_TYPE,RES_NAICS4_TYPE,RES_NAICS5_TYPE,RES_NAICS1_COUNT,RES_NAICS2_COUNT,RES_NAICS3_COUNT,RES_NAICS4_COUNT,RES_NAICS5_COUNT,TOT_EMP_WORK,WORK_NAICS1_TYPE,WORK_NAICS2_TYPE,WORK_NAICS3_TYPE,WORK_NAICS4_TYPE,WORK_NAICS5_TYPE,WORK_NAICS1_COUNT,WORK_NAICS2_COUNT,WORK_NAICS3_COUNT,WORK_NAICS4_COUNT,WORK_NAICS5_COUNT,RES_CITY1_TYPE,RES_CITY2_TYPE,RES_CITY3_TYPE,RES_CITY4_TYPE,RES_CITY5_TYPE,RES_CITY1_COUNT,RES_CITY2_COUNT,RES_CITY3_COUNT,RES_CITY4_COUNT,RES_CITY5_COUNT,WORK_CITY1_TYPE,WORK_CITY2_TYPE,WORK_CITY3_TYPE,WORK_CITY4_TYPE,WORK_CITY5_TYPE,WORK_CITY1_COUNT,WORK_CITY2_COUNT,WORK_CITY3_COUNT,WORK_CITY4_COUNT,WORK_CITY5_COUNT,MedIncFam_Hcost,MedIncFam_Tcost,MedIncFam_HTcost,Ret_Hcost,Ret_Tcost,Ret_HTcost,SPFam_Hcost,SPFam_Tcost,SPFam_HTcost,ModIncFam_Hcost,ModIncFam_Tcost,ModIncFam_HTcost,IDES_START_EMP,IDES_MID_EMP,IDES_CURR_EMP,AVG_VMT,RET_SALES,RES_EAV,CMRCL_EAV,IND_EAV,RAIL_EAV,FARM_EAV,MIN_EAV,TOT_EAV,WALKSCORE,OPEN_SPACE_PER_1000,TOT_ACRES,SF,Sfperc,MF,Mfperc,MIX,MIXperc,COMM,COMMperc,INST,INSTperc,IND,INDperc,TRANS,TRANSperc,AG,Agperc,OPEN,OPENperc,VACANT,VACperc,CT_1PHH,CT_2PHH,CT_3PHH,CT_4MPHH,CT_FAM_HH,CT_SP_WCHILD,CT_NONFAM_HH,HCUND20K,HCUND20K_LT20PCT,HCUND20K_20_29PCT,HCUND20K_30MPCT,HC20Kto49K,HC20Kto49K_LT20PCT,HC20Kto49K_20_29PCT,HC20Kto49K_30MPCT,HC50Kto75K,HC50Kto75K_LT20PCT,HC50Kto75K_20_29PCT,HC50Kto75K_30MPCT,HCOV75K,HCOV75K_LT20PCT,HCOV75K_20_29PCT,HCOV75K_30MPCT,NATIVE,FOR_BORN,POP_OV5,ONLY_ENGLISH,NOT_ENGLISH,LING_ISO,ENGLISH,SPANISH,SLAVIC,CHINESE,TAGALOG,ARABIC,KOREAN,OTHER_ASIAN,OTHER_EURO,OTHER_UNSPEC,2000_WHITE,2000_HISP,2000_BLACK,2000_ASIAN,2000_OTHER,2000_UND19,2000_A20_34,2000_A35_49,2000_A50_64,2000_OV65,2000_MED_AGE,2000_TOT_HH,2000_OWN_OCC_HU,2000_RENT_OCC_HU,2000_VAC_HU,2000_HU_TOT,2000_LT_HS,2000_HS,2000_SOME_COLL,2000_ASSOC,2000_BACH,2000_GRAD_PROF,2000_POP_25OV,Year
Irving Park,55417,12837,14896,13205,9387,2990,1592,510,34.97887202,22975,24733,1543,4579,1587,54998,44603,31521,29592,1905,13082,1752,27393,15373,2676,7670,1331,343,N/A,3165,9961,5829,1473,38803,6439,8484,6888,2446,9833,4713,3592,5476,3732,2619,2689,2320,55953.24675,20428,9273,11155,2019,22447,5997,674,4843,3968,6874,5.567360254,1371,1747,3761,15568,,4789,9253,5454,2062,889,1333,3814,2704,1374,279473.8863,21904,Health Care,Accommodation and Food Service,Retail Trade,Professional,Education,2829,2183,2144,2034,1830,9769,Health Care,Wholesale Trade,Manufacturing,Retail Trade,Accommodation and Food Service,1553,1404,987,923,817,Outside of Chicago,The Loop,Near North Side,Near West Side,Irving Park,8085,3915,1921,1160,611,Outside of Chicago,Irving Park,Belmont Cragin,Portage Park,Albany Park,4130,611,384,331,281,,,,,,,,,,,,,,,,15815,,,,,,,,,,1.180333398,2057.194253,512.7908526,0.249267103,403.7483643,0.196261663,47.23189437,0.022959375,104.2002919,0.050651654,71.11763608,0.034570209,68.49553388,0.033295608,743.3061582,0.361320355,n/a,n/a,94.62551213,0.045997364,11.67801,0.005676669,5935,6178,3534,4781,12512,1588,7916,2141,62,79,2000,6409,588,1740,4081,3708,1257,1460,991,7588,4719,2057,812,34119,17149,51268,24519,26749,11849,24519,19044,1939,285,1836,780,74,708,1641,442,25912,25401,1121,4362,1847,,,,,,,,,,,,,,,,,,,2018
Jefferson Park,26755,5724,5405,5792,5734,2246,1317,537,39.99666667,17155,6125,274,2597,604,26722,21969,15077,13958,1119,6892,428,13223,9106,1362,2458,240,57,N/A,1262,4251,3475,1278,19585,2476,5109,3779,1511,4432,2278,1991,1954,1738,1404,1897,1282,66013.0719,10266,6368,3898,779,11045,5271,124,2411,1588,1646,5.720209724,426,1201,4919,4499,,1651,4010,3722,1265,397,561,3122,2475,182,281345.4545,12107,Health Care,Retail Trade,Education,Manufacturing,Accommodation and Food Service,1536,1272,1174,1031,926,4832,Manufacturing,Accommodation and Food Service,Administration,Wholesale Trade,Construction,790,633,515,403,381,Outside of Chicago,The Loop,Near North Side,Near West Side,O'Hare,5895,2105,645,412,306,Outside of Chicago,Jefferson Park,Portage Park,Belmont Cragin,Norwood Park,2515,272,179,133,123,,,,,,,,,,,,,,,,14974,,,,,,,,,,0.850043272,1489.168086,501.384676,0.336687766,176.2492613,0.118354176,10.28476424,0.006906382,57.9102542,0.038887655,26.28780603,0.017652679,50.52450272,0.033928005,525.50311,0.352883677,n/a,n/a,133.5206703,0.089661249,7.503041115,0.005038411,3293,2988,1539,2446,6389,386,3877,1350,46,78,1226,2503,271,672,1560,1707,814,355,538,4572,3147,1059,366,17250,7729,24979,13956,11023,4859,13956,4210,3354,351,476,344,134,908,1099,147,21101,2881,81,1237,559,,,,,,,,,,,,,,,,,,,2018
Kenwood,17074,3219,4818,3085,3132,1481,963,376,37.12404418,2925,503,11690,1440,516,16851,14427,9125,7945,1180,5302,566,7117,3547,239,2631,550,150,N/A,3307,4277,1258,275,12355,992,1491,2199,838,2942,3893,3218,1867,1135,838,1070,989,41413.64903,9117,2807,6310,1315,10432,724,713,160,680,8132,4.457621083,848,3455,2896,3233,,4402,3099,1903,742,286,808,913,510,476,228462.8378,7058,Education,Health Care,Administration,Accommodation and Food Service,Retail Trade,1475,1050,591,548,531,1081,Retail Trade,Real Estate,Education,Other Service,Accommodation and Food Service,220,199,168,143,122,Outside of Chicago,The Loop,Hyde Park,Near North Side,Near West Side,1781,1726,776,634,415,Outside of Chicago,Kenwood,South Shore,Hyde Park,Grand Boulevard,340,69,45,38,33,,,,,,,,,,,,,,,,9199,,,,,,,,,,6.805665299,666.5200613,133.6843979,0.200570704,128.1257882,0.192230955,0.459894808,0.000689994,26.04208244,0.039071716,54.0918224,0.08115558,0.607836344,0.000911955,179.3330602,0.269058758,n/a,n/a,123.730546,0.185636642,20.444633,0.030673695,4975,2427,1057,658,3404,890,5713,2197,96,278,1823,2346,133,534,1679,1135,302,430,403,2865,1928,694,243,14069,2059,16128,13955,2173,669,13955,351,79,770,90,40,135,172,266,270,2915,301,13900,785,462,,,,,,,,,,,,,,,,,,,2018
Lake View,99876,11520,50442,19260,10933,4298,2459,964,30.8878249,78859,8099,3320,6735,2863,99471,89426,74417,71976,2399,15009,4732,66227,21512,2714,35690,5095,1216,N/A,18797,24212,8184,1401,76027,1542,4554,7238,2471,35819,24403,7383,8067,8896,6724,9746,11778,82253.86675,52594,19083,33511,4958,57552,3905,1588,3380,8651,39964,4.463536849,5327,12028,16016,24181,,26113,18883,8784,2664,1108,1671,5237,5906,5507,362240.9505,58002,Professional,Finance,Health Care,Education,Accommodation and Food Service,11808,6757,5688,5196,5009,22764,Health Care,Accommodation and Food Service,Retail Trade,Other Service,Professional,5687,5432,3380,1604,1461,The Loop,Outside of Chicago,Near North Side,Near West Side,Lake View,17876,14280,8747,4418,2589,Outside of Chicago,Lake View,Uptown,Edgewater,West Town,7597,2589,946,745,680,,,,,,,,,,,,,,,,8027,,,,,,,,,,2.691740427,1994.179416,220.7097852,0.110676995,632.3573341,0.317101525,92.32956748,0.046299529,124.1097272,0.062235988,96.36721538,0.048324245,16.47427822,0.008261182,623.4411521,0.312630422,n/a,n/a,178.076094,0.08929793,10.31426203,0.005172184,25582,17600,5313,4099,15594,869,37000,4862,173,424,4265,9339,449,2069,6821,8764,1700,3774,3290,28158,18207,7691,2260,82162,12453,94615,79899,14716,3734,79899,5107,1565,852,605,409,297,1326,3799,756,75363,8268,4193,5143,1850,,,,,,,,,,,,,,,,,,,2018
Lincoln Park,67260,11996,29962,11482,8001,3584,1700,535,30.08382527,53151,4675,3134,4243,2057,63489,58341,45639,44037,1602,12702,2893,40575,14862,1833,18786,3932,1162,N/A,9858,15636,6059,855,46982,1205,2571,3321,1000,22458,16427,4914,3786,4631,3518,5727,9832,95416.42979,32408,13680,18728,3030,35438,3236,3195,1668,4876,22409,4.469177042,3040,11662,6077,14659,,15447,10574,5806,2372,1239,479,2583,3517,5677,469993.3466,33819,Professional,Finance,Health Care,Education,Accommodation and Food Service,7305,4255,3119,2973,2347,28572,Health Care,Retail Trade,Accommodation and Food Service,Transportation,Other Service,7947,5685,4146,2169,1895,The Loop,Outside of Chicago,Near North Side,Near West Side,Lincoln Park,11097,8899,4779,2752,1558,Outside of Chicago,Lake View,Lincoln Park,West Town,Logan Square,11136,1746,1558,1005,889,,,,,,,,,,,,,,,,8725,,,,,,,,,,4.426340653,2024.464343,307.4584037,0.151871484,372.1893661,0.183845849,63.64392149,0.031437413,249.6782506,0.123330525,105.1891788,0.051959018,47.34876725,0.023388294,532.9101396,0.263235132,n/a,n/a,318.2957529,0.157224677,27.7505628,0.013707608,15378,10391,3675,2964,11084,844,21324,3777,83,482,3212,4380,210,788,3382,4602,908,1971,1723,19004,11822,5395,1787,56046,7277,63323,54755,8568,2131,54755,2680,1246,578,236,230,329,433,2635,201,54341,3254,3323,2325,1077,,,,,,,,,,,,,,,,,,,2018
Lincoln Square,41483,7306,13696,10180,6588,2228,976,509,34.79166667,26554,7284,1394,4608,1643,40820,35160,26812,25161,1651,8348,1508,23161,10932,1514,8799,1675,241,N/A,3828,9473,4360,771,31977,2819,3687,4524,1527,11589,7831,3263,3987,3043,2512,2745,2882,66393.18061,18432,7164,11268,1217,19649,2966,419,2980,3526,9747,5.197301661,1554,2100,5858,10137,,6478,6904,4603,1119,545,724,2102,2329,1927,354372.6236,20174,Health Care,Professional,Education,Accommodation and Food Service,Finance,2721,2691,2150,1963,1627,7029,Health Care,Accommodation and Food Service,Retail Trade,Manufacturing,Administration,2020,1005,627,549,471,Outside of Chicago,The Loop,Near North Side,Near West Side,Lake View,6423,4428,2349,1132,623,Outside of Chicago,Lincoln Square,West Ridge,Albany Park,Edgewater,2687,620,257,233,207,,,,,,,,,,,,,,,,10678,,,,,,,,,,1.92710545,1638.024062,224.261115,0.136909536,346.5923313,0.211591722,34.93351248,0.021326617,54.4379167,0.033233893,382.8808739,0.233745574,41.3656625,0.025253391,456.3523885,0.278599319,n/a,n/a,82.66726829,0.050467676,14.5329937,0.008872271,6941,6047,2969,2475,9002,750,9430,2197,0,20,2177,4753,226,1267,3260,3025,943,1300,782,8095,5519,1953,623,28376,9978,38354,24565,13789,5140,24565,5483,1444,290,1339,637,322,1444,1937,893,23716,11831,1342,5921,1764,,,,,,,,,,,,,,,,,,,2018
Logan Square,73757,16169,27247,16959,8527,2903,1500,452,31.73679744,32717,33784,3542,2143,1571,73293,60283,45324,43008,2302,14959,2510,39846,19633,2384,13803,3466,560,N/A,6428,13723,7458,1322,51966,6607,10194,6897,2631,16396,9241,5890,5845,4920,3541,4479,4282,63596.75166,28957,10700,18257,3300,32257,4782,947,6827,8513,11127,5.473857475,3061,3050,3606,22540,,7554,13142,8612,2123,826,679,3429,4151,2317,347124.6006,35266,Professional,Health Care,Accommodation and Food Service,Education,Retail Trade,4332,3736,3555,3208,3100,16508,Retail Trade,Accommodation and Food Service,Health Care,Administration,Manufacturing,3219,2220,1849,1440,1411,Outside of Chicago,The Loop,Near North Side,Near West Side,West Town,11262,7217,3573,2493,1530,Outside of Chicago,Logan Square,West Town,Lake View,Belmont Cragin,6151,1476,711,619,543,,,,,,,,,,,,,,,,10946,,,,,,,,,,0.972002911,2297.005663,278.0592215,0.121052911,621.2497549,0.270460698,76.52919203,0.033316937,188.1916156,0.081929104,70.77710648,0.03081277,125.2250702,0.054516657,859.4805291,0.374174319,n/a,n/a,41.43562123,0.018038972,36.05755186,0.015697633,8820,10593,4145,5399,14362,2477,14595,3974,40,269,3665,7164,449,1819,4896,4873,1350,2110,1413,12268,7808,3331,1129,55212,13195,68407,43025,25382,12132,43025,22457,961,126,257,64,158,171,981,207,21742,53833,4290,1087,1763,,,,,,,,,,,,,,,,,,,2018
Lower West Side,32998,8694,10454,6653,4323,1811,772,291,30.99607013,4955,25699,1258,718,368,32872,25816,17799,16138,1661,8017,375,15427,6924,1573,4907,1747,276,N/A,3516,5120,2481,719,21492,7056,4673,2958,1041,3881,1883,3784,3425,2179,1146,849,453,39020.14652,11836,3133,8703,1770,13606,1591,249,3434,4348,3978,4.84502862,866,1166,1426,10148,,2746,6709,3189,640,322,933,1503,560,129,200308.642,11844,Accommodation and Food Service,Retail Trade,Administration,Manufacturing,Health Care,1382,1256,1251,1243,1196,12609,Wholesale Trade,Manufacturing,Administration,Health Care,Transportation,2293,1751,1713,1133,1063,Outside of Chicago,The Loop,Near North Side,Near West Side,Lower West Side,3833,2094,1010,957,679,Outside of Chicago,Lower West Side,South Lawndale,Brighton Park,Bridgeport,5538,679,387,292,266,,,,,,,,,,,,,,,,10396,,,,,,,,,,1.215329504,1872.14701,63.06848394,0.033687784,226.1700363,0.12080784,51.68932535,0.027609651,72.46021693,0.038704341,98.84434968,0.052797323,490.4188245,0.261955296,759.3780829,0.405618832,n/a,n/a,37.8838698,0.020235521,72.23382115,0.038583413,3471,3499,1845,3021,6732,1501,5104,2529,57,108,2364,4301,625,1330,2346,2175,1250,557,368,2431,1796,569,66,19459,11514,30973,8847,22126,9345,8847,21063,174,104,73,167,56,141,297,51,3587,39144,774,121,405,,,,,,,,,,,,,,,,,,,2018
McKinley Park,16064,4424,4031,3312,2673,1084,407,133,33.4310089,2660,10095,145,2918,246,16022,12311,8088,7079,1009,4223,173,6737,3645,961,1748,348,35,N/A,800,2474,1377,507,10402,3070,2934,1701,662,1398,637,1384,1616,980,452,475,251,43495.57522,5158,2851,2307,433,5591,1767,265,2011,923,610,5.619120342,381,411,1106,3693,,485,2117,2233,483,273,579,1906,251,93,196987.5346,5549,Accommodation and Food Service,Manufacturing,Health Care,Administration,Retail Trade,713,605,603,555,517,4915,Administration,Wholesale Trade,Retail Trade,Manufacturing,Transportation,1486,824,723,482,345,Outside of Chicago,The Loop,Near West Side,Near North Side,Armour Square,1669,1001,414,387,237,Outside of Chicago,McKinley Park,Brighton Park,Bridgeport,Gage Park,2488,173,153,137,97,,,,,,,,,,,,,,,,13225,,,,,,,,,,2.586987052,905.2295597,120.0451555,0.132612942,107.6872085,0.118961215,11.82104145,0.013058612,61.32096813,0.067740793,24.73009867,0.027319146,162.7896638,0.179832466,301.5514611,0.333121536,n/a,n/a,73.64760239,0.081357929,41.6363602,0.045995361,1180,1278,1012,1688,3645,584,1513,899,9,29,861,1947,236,584,1127,963,457,174,332,1178,890,204,84,9209,5720,14929,4224,10705,4495,4224,7889,159,2461,12,3,38,42,95,6,4607,9819,116,1212,208,,,,,,,,,,,,,,,,,,,2018
Montclare,13040,3130,3075,2712,2475,714,723,212,36.61314985,4052,7608,584,522,275,12983,10561,6463,5993,471,4098,138,5662,4201,398,803,120,139,N/A,562,1720,1580,603,8813,1838,2713,1990,670,1102,501,882,1406,614,676,639,249,48626.23762,4465,2762,1702,575,5040,2727,142,737,552,882,5.555438596,472,713,2200,1653,,748,2005,1437,579,270,441,1693,588,40,213866.2316,5178,Health Care,Manufacturing,Retail Trade,Accommodation and Food Service,Administration,667,636,535,494,439,2272,Retail Trade,Health Care,Manufacturing,Accommodation and Food Service,Other Service,686,517,439,199,85,Outside of Chicago,The Loop,Near North Side,Near West Side,O'Hare,2533,718,256,224,133,Outside of Chicago,Montclare,Belmont Cragin,Portage Park,Austin,1313,110,103,76,75,,,,,,,,,,,,,,,,13473,,,,,,,,,,1.273575786,633.066887,249.1458435,0.393553744,66.42205589,0.104921071,5.827577207,0.00920531,55.15908079,0.087129941,28.52730642,0.045062073,19.82620833,0.031317715,193.1690767,0.305132176,n/a,n/a,10.45541153,0.016515493,4.534326683,0.007162476,1158,1163,694,1450,3031,431,1434,638,0,10,628,1560,102,364,1093,589,185,173,231,1553,1001,389,162,8163,3925,12088,4036,8052,2899,4036,5960,1316,17,147,31,48,132,393,8,6892,4865,264,337,288,,,,,,,,,,,,,,,,,,,2018
Morgan Park,23035,6041,3628,3954,5247,1988,1290,888,42.62582057,6325,807,15253,45,604,22688,18384,10554,9382,1173,7830,388,8756,6483,473,1511,221,68,N/A,1056,3465,2712,844,15552,1427,3384,3851,1611,2634,2645,1885,1597,1241,1052,1361,943,59522.1843,8078,5866,2212,923,9002,6388,396,277,593,1289,6.581692032,494,1376,4603,2530,,746,2088,3705,1872,591,1991,2980,745,150,187912.7358,9419,Education,Health Care,Public Administration,Retail Trade,Administration,1556,1394,1105,770,711,2993,Health Care,Retail Trade,Accommodation and Food Service,Professional,Education,939,756,259,221,220,Outside of Chicago,The Loop,Near North Side,Near West Side,Morgan Park,3741,2502,453,424,200,Outside of Chicago,Morgan Park,Beverly,Mount Greenwood,Washington Heights,1607,200,121,91,63,,,,,,,,,,,,,,,,16625,,,,,,,,,,3.58296096,2109.213554,907.7430401,0.430370381,70.63618265,0.033489346,6.631301153,0.003143969,106.7507638,0.050611643,183.0895986,0.086804676,63.01707194,0.029877047,645.8754783,0.306216256,n/a,n/a,68.49480755,0.032474098,56.97530954,0.027012585,2517,2021,1502,2039,5209,833,2869,1082,79,51,952,2062,386,424,1252,1241,558,359,324,3355,2547,616,192,21083,699,21782,20784,999,273,20784,482,95,26,7,16,4,12,299,57,7510,533,16816,83,284,,,,,,,,,,,,,,,,,,,2018
Mount Greenwood,19029,5407,3566,4108,3864,1103,650,331,37.02203137,15730,2090,589,368,252,18281,14799,9784,9333,433,5015,163,8988,7715,459,593,195,26,N/A,241,2020,3210,1102,12328,514,3082,3350,968,2896,1518,633,869,1034,1141,1826,1070,91443.90885,6573,5705,868,477,7050,6177,27,40,134,657,6.281625644,209,1079,5162,600,,408,1734,3589,882,437,729,4070,846,60,227366.188,9969,Public Administration,Education,Health Care,Retail Trade,Accommodation and Food Service,1960,1862,1092,738,638,2804,Education,Retail Trade,Health Care,Administration,Accommodation and Food Service,1028,472,406,236,220,Outside of Chicago,The Loop,Near North Side,Near West Side,Mount Greenwood,4386,3402,323,248,194,Outside of Chicago,Mount Greenwood,Beverly,Morgan Park,Chicago Lawn,1801,194,90,73,35,,,,,,,,,,,,,,,,20779,,,,,,,,,,2.569410486,1735.176548,747.9272577,0.431038132,19.69116268,0.011348219,7.91974293,0.004564229,36.74414787,0.021176028,524.1491926,0.302072543,0.181815787,0.000104782,365.2657538,0.210506392,n/a,n/a,30.37498515,0.017505415,2.922489367,0.001684261,1693,2006,990,1884,4687,379,1886,459,26,13,420,1029,277,229,523,1034,553,257,224,3999,2585,1099,315,16753,764,17517,16185,1332,297,16185,687,63,44,148,42,42,38,268,0,17127,723,672,61,237,,,,,,,,,,,,,,,,,,,2018
Near North Side,86343,7512,35736,15539,14245,8244,3812,1255,34.97233073,62243,4627,7376,9906,2191,84334,80285,59521,56550,2971,20764,4686,50978,14787,1462,13765,18063,2901,N/A,22549,26284,5031,733,72447,1757,3854,7536,2222,29795,27283,9621,5836,8272,6537,8760,15571,88651.13967,54597,22311,32286,9377,63974,1592,1877,473,1595,58414,3.715390902,16804,24719,13683,8768,,36406,18627,7472,1152,317,1007,5581,6474,7516,407659.0077,46703,Professional,Finance,Health Care,Education,Accommodation and Food Service,10014,6075,4789,3976,3100,161464,Accommodation and Food Service,Professional,Retail Trade,Health Care,Information,28312,25300,17596,14138,12945,The Loop,Outside of Chicago,Near North Side,Near West Side,Lincoln Park,15170,12676,8774,3540,785,Outside of Chicago,Near North Side,Lake View,West Town,Lincoln Park,67660,8774,8747,5546,4779,,,,,,,,,,,,,,,,6581,,,,,,,,,,2.311321129,1754.479942,86.01537429,0.049026137,294.4461692,0.167825327,22.61736701,0.012891209,296.5091104,0.16900114,121.1155957,0.069032192,82.6972892,0.04713493,715.4540417,0.40778696,0.981433057,0.000559387,74.51568336,0.042471664,60.127878,0.034271055,33147,17491,2355,1604,15722,1085,38875,6218,266,596,5356,7063,376,752,5935,8158,840,2686,4632,30595,18144,9014,3437,68860,14205,83065,66404,16661,3924,66404,3742,1866,1974,456,704,522,1279,5330,788,50397,2805,13884,4434,1291,,,,,,,,,,,,,,,,,,,2018
Near South Side,23190,3581,7927,6127,3536,1305,571,143,35.16724337,10433,1243,5488,5375,651,23014,19866,16397,15787,599,3469,997,14215,6455,1149,3919,1891,801,N/A,2530,8745,1681,150,18401,612,1110,2516,654,6142,7367,2230,1693,1954,1319,2600,3310,87812.73692,13106,6714,6392,1458,14564,301,1573,58,306,12309,3.846498054,9542,2500,905,1617,,5376,7059,1742,379,8,146,1702,2862,1944,374734.7145,11501,Professional,Health Care,Education,Finance,Accommodation and Food Service,1852,1478,1419,1284,704,14777,Arts and Entertainment,Health Care,Accommodation and Food Service,Administration,Construction,3701,3475,2200,1939,810,The Loop,Outside of Chicago,Near North Side,Near West Side,Hyde Park,3576,3254,1230,1014,337,Outside of Chicago,Near South Side,Lake View,Austin,Auburn Gresham,4876,323,312,274,267,,,,,,,,,,,,,,,,10237,,,,,,,,,,15.32005461,1140.882985,57.52178512,0.050418655,96.60264637,0.08467358,8.569154193,0.007510984,320.7804734,0.281168602,48.58663805,0.042586872,21.7436975,0.019058657,335.4359809,0.29401436,n/a,n/a,167.9897781,0.147245406,83.65283124,0.073322884,7025,4020,1252,809,4978,554,8128,1782,183,163,1436,1956,247,205,1504,1954,115,378,1461,7194,4052,2250,892,16947,4806,21753,15788,5965,1136,15788,804,318,1330,490,84,94,555,2196,94,2393,377,6052,516,171,,,,,,,,,,,,,,,,,,,2018
Near West Side,62560,11969,26823,12502,6978,2744,1255,289,30.74342702,26071,6105,18559,10267,1558,57414,54272,38477,34925,3512,15795,2020,32395,12104,1445,8709,9428,709,N/A,8940,14267,4264,637,42174,3511,4597,4659,1482,14689,13236,7331,2893,3739,3092,4542,6511,75735.76973,28108,9983,18125,2718,30826,1075,2701,1524,3166,22323,3.952099495,11844,8217,3012,7753,,13390,11012,4789,1357,278,627,3445,4346,1493,329979.6403,27817,Professional,Health Care,Finance,Education,Administration,4638,3550,3056,2677,2047,122367,Health Care,Finance,Professional,Administration,Accommodation and Food Service,24200,19503,15906,13018,8907,Outside of Chicago,The Loop,Near West Side,Near North Side,West Town,8484,7861,3695,2698,545,Outside of Chicago,Lake View,West Town,Near West Side,Near North Side,58726,4418,3819,3695,3540,,,,,,,,,,,,,,,,10068,,,,,,,,,,1.483719817,3638.486377,146.5042512,0.040265164,351.1633728,0.096513587,47.57509833,0.013075519,392.9418268,0.107995959,567.4873173,0.155967965,300.5062441,0.082591004,1571.425148,0.431889798,n/a,n/a,55.64927728,0.015294623,205.2338412,0.056406379,12852,9315,3176,2765,10506,1705,17602,4857,211,619,4027,3823,359,722,2742,3696,666,1238,1792,14089,8483,4453,1153,48391,10646,59037,44889,14148,4116,44889,3651,806,2983,313,266,786,1114,3838,391,11731,4415,24546,4861,866,,,,,,,,,,,,,,,,,,,2018
New City,41098,13725,9613,7856,6351,2197,1065,290,30.24300819,4970,25261,9490,977,400,40724,30209,18715,14798,3917,11494,242,14298,7719,2584,3062,887,46,N/A,3148,5269,2468,1071,23791,7476,10661,3235,768,1167,484,4799,3730,1772,884,568,200,30622.79671,11953,4484,7464,3524,15473,3598,283,6090,4058,1403,5.371254787,802,1812,4410,8449,,1899,6103,5461,1341,668,2686,1541,218,41,123844.0197,12133,Manufacturing,Health Care,Retail Trade,Accommodation and Food Service,Administration,1425,1416,1369,1337,1302,11288,Manufacturing,Wholesale Trade,Retail Trade,Transportation,Other Service,4438,1322,1251,978,839,Outside of Chicago,The Loop,New City,Near North Side,Near West Side,4763,1613,676,667,658,Outside of Chicago,New City,Brighton Park,Bridgeport,Gage Park,4938,676,404,271,264,,,,,,,,,,,,,,,,11730,,,,,,,,,,1.722084006,3090.839378,244.780284,0.079195407,330.2377456,0.106844033,31.0413489,0.010043016,162.7661751,0.052660833,87.99330195,0.028469063,702.6391415,0.227329555,1141.026401,0.369163926,n/a,n/a,83.303435,0.026951719,307.0515449,0.099342446,2820,2502,2109,4522,8387,2222,3565,3051,93,230,2728,4928,779,1603,2546,1764,912,548,304,1646,1282,240,124,25260,12381,37641,16043,21598,10589,16043,20487,137,721,71,50,7,36,79,10,6789,25948,18252,146,586,,,,,,,,,,,,,,,,,,,2018
North Center,34942,8266,10302,9454,4024,1602,808,486,33.90758813,26996,4378,713,1563,1292,34862,27315,21888,20953,922,5427,1913,18835,9294,1032,6794,1547,168,N/A,1867,7373,4715,594,25284,1548,2478,2807,925,10509,7017,1416,1870,2185,1986,2677,4415,97702.66868,14549,7476,7073,1651,16200,4004,560,3802,3555,4279,5.729645903,2888,1699,1720,9893,,2825,6772,4036,1632,935,253,1187,2301,3479,488677.6145,17264,Professional,Health Care,Education,Finance,Accommodation and Food Service,2822,1916,1681,1654,1468,9818,Finance,Accommodation and Food Service,Manufacturing,Information,Retail Trade,2142,981,933,923,856,Outside of Chicago,The Loop,Near North Side,Near West Side,Lake View,4993,4621,1979,1103,570,Outside of Chicago,North Center,Lake View,Irving Park,Lincoln Square,3858,553,473,310,303,,,,,,,,,,,,,,,,11868,,,,,,,,,,1.351163559,1309.783474,238.6779324,0.182227015,303.3328493,0.231590072,46.82747115,0.035752071,73.45385682,0.056080916,76.23412486,0.058203609,87.00025744,0.066423389,437.1404076,0.333750132,n/a,n/a,38.67218846,0.029525635,8.444386415,0.006447162,4491,4892,2466,2700,7952,548,6597,944,19,65,860,2219,135,352,1732,2136,398,894,844,9040,5786,2354,900,28105,3676,31781,26776,5005,1322,26776,2723,364,117,297,105,33,201,1052,113,21938,6496,1333,1324,804,,,,,,,,,,,,,,,,,,,2018
